id,value
DMZNetwork-compliance.DMZNetwork-Az13rdPartyDMZSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-Az1DMZSubnet.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
DMZNetwork-compliance.DMZNetwork-Az1DMZSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-Az1NATGWSubnet,
DMZNetwork-compliance.DMZNetwork-Az1NATGWSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-Az23rdPartyDMZRouteTable,
DMZNetwork-compliance.DMZNetwork-Az23rdPartyDMZSubnet,
DMZNetwork-compliance.DMZNetwork-Az23rdPartyDMZSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-Az2DMZSubnet.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
DMZNetwork-compliance.DMZNetwork-Az2DMZSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-Az2NATGWSubnet,
DMZNetwork-compliance.DMZNetwork-Az2NATGWSubnetRouteTableAssociation,
DMZNetwork-compliance.DMZNetwork-DMZDefaultRoute,
DMZNetwork-compliance.DMZNetwork-DMZRouteTable,
DMZNetwork-compliance.DMZNetwork-DMZServerSecurityGroup.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
DMZNetwork-compliance.DMZNetwork-EIP1,
DMZNetwork-compliance.DMZNetwork-EIP2,
DMZNetwork-compliance.DMZNetwork-InternetGateway,
DMZNetwork-compliance.DMZNetwork-NATGW1RouteTable,
DMZNetwork-compliance.DMZNetwork-NATGW2RouteTable,
DMZNetwork-compliance.DMZNetwork-NATGateway1,
DMZNetwork-compliance.DMZNetwork-NATGateway2,
DMZNetwork-compliance.DMZNetwork-S3Endpoint,
DMZNetwork-compliance.DMZNetwork-VPCaddressPrefix,
DMZNetwork-compliance.DMZNetwork-Vpc.DhcpOptionSet,
InitialDomainControllers.InitialDomainControllers-NameA,
InitialDomainControllers.InitialDomainControllers-NameB,
InitialDomainControllers.InitialDomainControllers-PrivateIpA.DhcpOptionSet,
InitialDomainControllers.InitialDomainControllers-PrivateIpB.DhcpOptionSet,
RegionConfig.RegionConfig-APIInstanceProfile.Cluster-C71,
RegionConfig.RegionConfig-BIDatamartInstanceProfile.GlobalServers-Region,
RegionConfig.RegionConfig-BITubeInstanceProfile.Cluster-C71,
RegionConfig.RegionConfig-BITubeOfflineInstanceProfile.GlobalServers-Region,
RegionConfig.RegionConfig-CDRInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-ChefInstanceProfile,
RegionConfig.RegionConfig-CoreInstanceProfile.Cluster-C71,
RegionConfig.RegionConfig-DNSInternalInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-DataWarehouseInstanceProfile.Cluster-C71,
RegionConfig.RegionConfig-DatabaseMonitorInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-DatabaseWitnessInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-DeploymentFilesBucket.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
RegionConfig.RegionConfig-DeploymentScriptsBucket.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
RegionConfig.RegionConfig-DomainControllerInstanceProfile.InitialDomainControllers,
RegionConfig.RegionConfig-DomainName.InitialDomainControllers.GlobalServers-Area.F5-compliance.GlobalServers-Region.SophosServer.DhcpOptionSet.GlobalServers-Worldwide.Cluster-C71,
RegionConfig.RegionConfig-EncryptionKey.InitialDomainControllers.GlobalServers-Area.GlobalServers-Region.SophosServer.GlobalServers-Worldwide.Cluster-C71,
RegionConfig.RegionConfig-GlobalDatabaseInstanceProfile.GlobalServers-Worldwide,
RegionConfig.RegionConfig-GlobalToolsDatabaseInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-GlobalWebInstanceProfile.GlobalServers-Region,
RegionConfig.RegionConfig-InternalWebInstanceProfile.GlobalServers-Worldwide,
RegionConfig.RegionConfig-JumpInstanceProfile.GlobalServers-Worldwide,
RegionConfig.RegionConfig-KerioMailInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-Keypair.GlobalServers-Area.F5-compliance.GlobalServers-Region.Cluster-C71,
RegionConfig.RegionConfig-LogInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-LookupAMIFunctionArn.GlobalServers-Area.GlobalServers-Region.Cluster-C71,
RegionConfig.RegionConfig-NGASRInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-NGMailDirectorInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-NGTTSInstanceProfile.GlobalServers-Area,
RegionConfig.RegionConfig-PaloAltoInstanceProfile,
RegionConfig.RegionConfig-SiteA.InitialDomainControllers.GlobalServers-Area.GlobalServers-Region.SophosServer.GlobalServers-Worldwide.Cluster-C71.PA-compliance,
RegionConfig.RegionConfig-SiteB.InitialDomainControllers.GlobalServers-Area.GlobalServers-Region.GlobalServers-Worldwide.Cluster-C71.PA-compliance,
RegionConfig.RegionConfig-SophosInstanceProfile.SophosServer,
RegionConfig.RegionConfig-TagVolumeFunctionArn.F5-compliance.PA-compliance,
RegionConfig.RegionConfig-TwoLetterRegionID.F5-compliance,
RegionConfig.RegionConfig-WSUSInstanceProfile.GlobalServers-Region,
RegionConfig.RegionConfig-WebInstanceProfile.Cluster-C71,
SophosServer.SophosServer-PrivateIp,
